"","Expiry","Texp","Strike","Bid","Ask","Fwd","CallMid"
"1",20230830,0.0164271047227926,10,NA,1.85735549880476,17.4620170766574,NA
"2",20230830,0.0164271047227926,10.5,NA,1.70908795088613,17.4620170766574,NA
"3",20230830,0.0164271047227926,11,NA,1.56716670682064,17.4620170766574,NA
"4",20230830,0.0164271047227926,11.5,NA,1.57730107618828,17.4620170766574,NA
"5",20230830,0.0164271047227926,12,NA,1.4350782414969,17.4620170766574,NA
"6",20230830,0.0164271047227926,12.5,NA,1.2976723691242,17.4620170766574,NA
"7",20230830,0.0164271047227926,13,NA,1.24620429576339,17.4620170766574,NA
"8",20230830,0.0164271047227926,13.5,0.931284678390249,1.03507121197124,17.4620170766574,3.97721024696025
"9",20230830,0.0164271047227926,14,NA,0.976385496195886,17.4620170766574,NA
"10",20230830,0.0164271047227926,14.5,0.785105876003689,0.939158794080527,17.4620170766574,2.99746780736071
"11",20230830,0.0164271047227926,15,0.716976819405379,0.897824528237906,17.4620170766574,2.51772536777963
"12",20230830,0.0164271047227926,16,0.774070610369963,0.890467322624463,17.4620170766574,1.66965707080718
"13",20230830,0.0164271047227926,17,0.726931780683989,0.964516188413969,17.4620170766574,0.998842427406522
"14",20230830,0.0164271047227926,18,0.937919907318827,1.03012056746468,17.4620170766574,0.648241932956138
"15",20230830,0.0164271047227926,19,0.927549126226725,1.14151636896841,17.4620170766574,0.38489364768875
"16",20230830,0.0164271047227926,20,1.12958855317405,1.24057506023411,17.4620170766574,0.288670235797568
"17",20230830,0.0164271047227926,21,1.14953975514919,1.33288526123151,17.4620170766574,0.1873824337275
"18",20230830,0.0164271047227926,22,1.26880218800216,1.44108848822189,17.4620170766574,0.146867312934129
"19",20230830,0.0164271047227926,23,1.38132144043517,1.47383601071283,17.4620170766574,0.106352192107856
"20",20230830,0.0164271047227926,24,1.46403061882107,1.6388376835784,17.4620170766574,0.0962234119389793
"21",20230830,0.0164271047227926,25,1.56269386673809,1.75999944317537,17.4620170766574,0.0860946317210266
"22",20230830,0.0164271047227926,26,1.64301438476458,1.86691185416696,17.4620170766574,0.0759658515228649
"23",20230830,0.0164271047227926,27,1.70366839768687,1.82164611950604,17.4620170766574,0.0506439010170069
"24",20230830,0.0164271047227926,28,1.74107684361916,2.0411082930582,17.4620170766574,0.0557082911182355
"25",20230830,0.0164271047227926,29,1.84672320684481,2.10885025765198,17.4620170766574,0.0506439010087511
"26",20230830,0.0164271047227926,30,1.94764588712909,2.101111400122,17.4620170766574,0.0405151208131342
"27",20230830,0.0164271047227926,31,2.04426092663878,2.26687049726482,17.4620170766574,0.045579510909949
"28",20230830,0.0164271047227926,32,2.0257348952943,2.36622508950307,17.4620170766574,0.0405151208130702
"29",20230830,0.0164271047227926,33,1.94577261107821,2.39393733936925,17.4620170766574,0.0303863406081365
"30",20230830,0.0164271047227926,34,2.02355079469972,2.48395672461142,17.4620170766574,0.0303863406099973
"31",20230830,0.0164271047227926,35,2.0985825877932,2.48981523924392,17.4620170766574,0.0253219505058933
"32",20230830,0.0164271047227926,36,2.1710548931206,2.47386426053959,17.4620170766574,0.0202575604059413
"33",20230830,0.0164271047227926,37,2.24113560864253,2.6506884802082,17.4620170766574,0.0253219505033193
"34",20230830,0.0164271047227926,38,2.3089762294008,2.62526983628148,17.4620170766574,0.0202575604038786
"35",20230830,0.0164271047227926,39,NA,2.6973432487287,17.4620170766574,NA
"36",20230830,0.0164271047227926,40,NA,2.87276799950483,17.4620170766574,NA
"37",20230830,0.0164271047227926,42.5,NA,2.93292500704202,17.4620170766574,NA
"38",20230830,0.0164271047227926,45,NA,3.08730814169031,17.4620170766574,NA
"39",20230830,0.0164271047227926,47.5,NA,3.23176757955882,17.4620170766574,NA
"40",20230830,0.0164271047227926,50,NA,3.21394847298017,17.4620170766574,NA
"41",20230830,0.0164271047227926,55,NA,3.45498431356824,17.4620170766574,NA
"42",20230830,0.0164271047227926,60,NA,3.67184728295759,17.4620170766574,NA
"43",20230830,0.0164271047227926,65,NA,3.86883368932778,17.4620170766574,NA
"44",20230830,0.0164271047227926,70,NA,4.0491927285488,17.4620170766574,NA
"45",20230830,0.0164271047227926,75,NA,4.21544151946691,17.4620170766574,NA
"46",20230830,0.0164271047227926,80,NA,4.36956959789487,17.4620170766574,NA
"47",20230830,0.0164271047227926,85,NA,4.51317653960389,17.4620170766574,NA
"48",20230830,0.0164271047227926,90,NA,4.64756741666756,17.4620170766574,NA
"49",20230830,0.0164271047227926,95,NA,4.77382072391034,17.4620170766574,NA
"50",20230830,0.0164271047227926,100,NA,4.89283779721168,17.4620170766574,NA
"51",20230906,0.0355920602327173,10,NA,1.3005704924723,17.8175352207324,NA
"52",20230906,0.0355920602327173,10.5,NA,1.31817767994604,17.8175352207324,NA
"53",20230906,0.0355920602327173,11,NA,1.2141488015337,17.8175352207324,NA
"54",20230906,0.0355920602327173,11.5,NA,1.11429027996355,17.8175352207324,NA
"55",20230906,0.0355920602327173,12,NA,1.01815743126168,17.8175352207324,NA
"56",20230906,0.0355920602327173,12.5,NA,0.987817584408813,17.8175352207324,NA
"57",20230906,0.0355920602327173,13,NA,0.893132717046802,17.8175352207324,NA
"58",20230906,0.0355920602327173,13.5,0.674406180789934,0.844302756032146,17.8175352207324,4.34293803683666
"59",20230906,0.0355920602327173,14,0.711468572864877,0.815838925355803,17.8175352207324,3.86326028968834
"60",20230906,0.0355920602327173,14.5,0.623738269371727,0.790705667042182,17.8175352207324,3.3785019793773
"61",20230906,0.0355920602327173,15,0.646296612560804,0.794548865688935,17.8175352207324,2.92930761152851
"62",20230906,0.0355920602327173,16,0.681213131485912,0.820546168998525,17.8175352207324,2.12744957709763
"63",20230906,0.0355920602327173,17,0.801862434183144,0.899350262643623,17.8175352207324,1.5694585771385
"64",20230906,0.0355920602327173,18,0.759972266697873,0.987347718345605,17.8175352207324,1.08724052893183
"65",20230906,0.0355920602327173,19,0.954881766537667,1.03304445919875,17.8175352207324,0.863695747208334
"66",20230906,0.0355920602327173,20,0.949349897291098,1.09562098646884,17.8175352207324,0.614748149416537
"67",20230906,0.0355920602327173,21,1.0110418495777,1.14723041698866,17.8175352207324,0.467411816088171
"68",20230906,0.0355920602327173,22,1.08194155983988,1.16085272021991,17.8175352207324,0.350558862113991
"69",20230906,0.0355920602327173,23,1.14560106348777,1.23529356280084,17.8175352207324,0.289592103472987
"70",20230906,0.0355920602327173,24,1.21247723147155,1.33983393288438,17.8175352207324,0.259108724141699
"71",20230906,0.0355920602327173,25,1.25908088158768,1.32669621119509,17.8175352207324,0.193061402315547
"72",20230906,0.0355920602327173,26,1.30443416144372,1.45027953317731,17.8175352207324,0.182900275878953
"73",20230906,0.0355920602327173,27,1.3553069991895,1.49860082180883,17.8175352207324,0.157497459768238
"74",20230906,0.0355920602327173,28,1.41917628397491,1.55351567898185,17.8175352207324,0.142255770136384
"75",20230906,0.0355920602327173,29,1.44691361333939,1.59854280603429,17.8175352207324,0.121933517268195
"76",20230906,0.0355920602327173,30,1.4929069398327,1.63344729590971,17.8175352207324,0.106691827605917
"77",20230906,0.0355920602327173,31,1.53094824928586,1.62884005783057,17.8175352207324,0.086369574728808
"78",20230906,0.0355920602327173,32,1.56054391657817,1.72997914284763,17.8175352207324,0.0863695747155772
"79",20230906,0.0355920602327173,33,1.62562146856733,1.7692723749592,17.8175352207324,0.0812890115161457
"80",20230906,0.0355920602327173,34,1.64212516175384,1.83529767063171,17.8175352207324,0.0762084482860149
"81",20230906,0.0355920602327173,35,1.64752894125908,1.86532802327696,17.8175352207324,0.066047321848547
"82",20230906,0.0355920602327173,36,1.70332466209513,1.88926738600383,17.8175352207324,0.0609667586336719
"83",20230906,0.0355920602327173,37,1.75720575019171,1.94695001818085,17.8175352207324,0.0609667586259145
"84",20230906,0.0355920602327173,38,1.74150119987717,1.96161901753693,17.8175352207324,0.0508056321807272
"85",20230906,0.0355920602327173,39,1.85971601983465,1.91800105895605,17.8175352207324,0.0457250689625789
"86",20230906,0.0355920602327173,40,1.90856189671555,1.96787016408808,17.8175352207324,0.0457250689717215
"87",20230906,0.0355920602327173,42.5,1.85822402666374,2.14002818582814,17.8175352207324,0.040644505745599
"88",20230906,0.0355920602327173,45,1.95986282095728,2.1960968035326,17.8175352207324,0.0355639425365657
"89",20230906,0.0355920602327173,47.5,1.90878939670162,2.29893195225002,17.8175352207324,0.0304833793165722
"90",20230906,0.0355920602327173,50,1.99358508166191,2.3277290712616,17.8175352207324,0.0254028160998522
"91",20230906,0.0355920602327173,55,NA,2.5012554455338,17.8175352207324,NA
"92",20230906,0.0355920602327173,60,NA,2.56883613430701,17.8175352207324,NA
"93",20230906,0.0355920602327173,65,NA,2.70708336262049,17.8175352207324,NA
"94",20230906,0.0355920602327173,70,NA,2.8335745134962,17.8175352207324,NA
"95",20230906,0.0355920602327173,75,NA,2.82601666418384,17.8175352207324,NA
"96",20230906,0.0355920602327173,80,NA,2.93088050195158,17.8175352207324,NA
"97",20230906,0.0355920602327173,85,NA,3.02858013484788,17.8175352207324,NA
"98",20230906,0.0355920602327173,90,NA,3.12000500125182,17.8175352207324,NA
"99",20230906,0.0355920602327173,95,NA,3.20588997695695,17.8175352207324,NA
"100",20230906,0.0355920602327173,100,NA,3.28684911975307,17.8175352207324,NA
"101",20230913,0.054757015742642,10,NA,1.153280620508,17.8796745618465,NA
"102",20230913,0.054757015742642,10.5,NA,1.06588163764012,17.8796745618465,NA
"103",20230913,0.054757015742642,11,NA,0.982243325287665,17.8796745618465,NA
"104",20230913,0.054757015742642,11.5,NA,0.901965210232478,17.8796745618465,NA
"105",20230913,0.054757015742642,12,NA,0.878967284534417,17.8796745618465,NA
"106",20230913,0.054757015742642,12.5,NA,0.800416069997619,17.8796745618465,NA
"107",20230913,0.054757015742642,13,NA,0.762117084397298,17.8796745618465,NA
"108",20230913,0.054757015742642,13.5,0.548175803145499,0.742171033218066,17.8796745618465,4.41464458783551
"109",20230913,0.054757015742642,14,0.539496403383982,0.706160356223506,17.8796745618465,3.92963174185287
"110",20230913,0.054757015742642,14.5,0.584610665849617,0.721627045588336,17.8796745618465,3.479588921787
"111",20230913,0.054757015742642,15,0.605654136036985,0.729378188572747,17.8796745618465,3.04952897379836
